text,labels,affiliate,encoded_column
prabowo khianat angkat menteri ya jokowi tau anies presiden maju cagub jakarta orang tau presiden integritas anies tau oportunis paslon beres ,2,anies,"['prabowo', 'kh', '##ianat', 'angkat', 'menteri', 'ya', 'jokowi', 'tau', 'anies', 'presiden', 'maju', 'ca', '##gub', 'jakarta', 'orang', 'tau', 'presiden', 'integritas', 'anies', 'tau', 'op', '##ort', '##uni', '##s', 'paslon', 'beres']"
sih anies membalas budi membongkar kedok motivasi gemoy pengin berkuasa kebaikan rakyat indonesia lu l ,0,anies,"['sih', 'anies', 'membalas', 'budi', 'membongkar', 'ked', '##ok', 'motivasi', 'gem', '##oy', 'pengin', 'berkuasa', 'kebaikan', 'rakyat', 'indonesia', 'lu', 'l']"
anies anggota partai bebas melamar dicalonkan partai menginginkannya kutu loncat non partai ,1,anies,"['anies', 'anggota', 'partai', 'bebas', 'melamar', 'dica', '##lon', '##kan', 'partai', 'menginginkannya', 'kutu', 'loncat', 'non', 'partai']"
anies amp cak imin presiden amp wapres ri allah akbar ,1,anies,"['anies', 'amp', 'cak', 'im', '##in', 'presiden', 'amp', 'wapres', 'ri', 'allah', 'akbar']"
harap maklum tua kelakuan aneh ,0,anies,"['harap', 'maklum', 'tua', 'kelakuan', 'aneh']"
kasihan anies digadang intelektual the smartest and sincerest of these bunch pendukung minim komprehensi baca kayak lu ,2,anies,"['kasihan', 'anies', 'dig', '##adang', 'intelektual', 'the', 'smart', '##est', 'and', 'sin', '##cer', '##est', 'of', 'these', 'bunc', '##h', 'pendukung', 'minim', 'kompreh', '##ensi', 'baca', 'kayak', 'lu']"
sakti banget counter pulsanya anies tema kerukunan warga demokrasi ganjar tema layanan publik korupsi prabowo hukum ham ikan kolam satunya disambit kriptonyte ,0,anies,"['sakti', 'banget', 'counter', 'pulsa', '##nya', 'anies', 'tema', 'kerukunan', 'warga', 'demokrasi', 'ganja', '##r', 'tema', 'layanan', 'publik', 'korupsi', 'prabowo', 'hukum', 'ham', 'ikan', 'kolam', 'satunya', 'dis', '##ambi', '##t', 'kri', '##pt', '##ony', '##te']"
kodok brtelor brpindah fahri deh ,1,anies,"['kodok', 'br', '##tel', '##or', 'brp', '##indah', 'fahri', 'deh']"
hahaha kau simak kalimat anies ngengas bro ,2,anies,"['hahaha', 'kau', 'simak', 'kalimat', 'anies', 'nge', '##ng', '##as', 'bro']"
presiden konoha mengusung mukidi gubernur debat pilpres giliran anies kena bully madmoy madmoy membangun negeri pamrih madmoy emosional ,0,anies,"['presiden', 'kon', '##oha', 'mengusung', 'muk', '##idi', 'gubernur', 'debat', 'pilpres', 'giliran', 'anies', 'kena', 'bully', 'mad', '##mo', '##y', 'mad', '##mo', '##y', 'membangun', 'negeri', 'pamrih', 'mad', '##mo', '##y', 'emosional']"
kampungku daerah gombong selatan pagi debat kandidat presiden masyarakat langsung sumringah pilih anies presiden pilegnya kompromi ,1,anies,"['kampung', '##ku', 'daerah', 'gom', '##bon', '##g', 'selatan', 'pagi', 'debat', 'kandidat', 'presiden', 'masyarakat', 'langsung', 'sum', '##ring', '##ah', 'pilih', 'anies', 'presiden', 'pil', '##eg', '##nya', 'kompromi']"
elegants salah pilih surya paloh beliau r orang cerdas orator orator pemimpin pemimpin amanah anies kumpul wakanda no more indonesia for ever ,0,anies,"['elegant', '##s', 'salah', 'pilih', 'surya', 'pal', '##oh', 'beliau', 'r', 'orang', 'cerdas', 'ora', '##tor', 'ora', '##tor', 'pemimpin', 'pemimpin', 'amanah', 'anies', 'kumpul', 'wak', '##anda', 'no', 'more', 'indonesia', 'for', 'ever']"
fakta debat no menyerang no ham hilangmya akrivis no pernyataan tendensius mengomentari topik diangkat prabowo mengalahkannya pilpres anies responnya beda ,0,anies,"['fakta', 'debat', 'no', 'menyerang', 'no', 'ham', 'hilang', '##my', '##a', 'akr', '##iv', '##is', 'no', 'pernyataan', 'tend', '##ensi', '##us', 'mengomentari', 'topik', 'diangkat', 'prabowo', 'mengalahkan', '##nya', 'pilpres', 'anies', 'respon', '##nya', 'beda']"
masya allah silaturahmi bang anies rumah omak tuan guru ustadz abdul somad coblos nomor mengikuti ijtima ulama kucoblos caleg partai keadilan sejahtera perubahan indonesia amin opyd nq ,2,anies,"['masya', 'allah', 'silaturahmi', 'bang', 'anies', 'rumah', 'om', '##ak', 'tuan', 'guru', 'ustadz', 'abdul', 'som', '##ad', 'cob', '##los', 'nomor', 'mengikuti', 'ij', '##tim', '##a', 'ulama', 'kuc', '##ob', '##los', 'caleg', 'partai', 'keadilan', 'sejahtera', 'perubahan', 'indonesia', 'amin', 'op', '##yd', 'n', '##q']"
debat sisi prabowo melet melet ganjar smile anies wakanda no more indonesia forever ,0,anies,"['debat', 'sisi', 'prabowo', 'mel', '##et', 'mel', '##et', 'ganja', '##r', 'sm', '##ile', 'anies', 'wak', '##anda', 'no', 'more', 'indonesia', 'fore', '##ver']"
uas berilmu berakhlak mendukung anies ,2,anies,"['uas', 'berilmu', 'berakhlak', 'mendukung', 'anies']"
bangun bang tidurmu miring dibela jejak digital anies prabowo tahan oposisi titik pemilih prabowo berubah anies ,0,anies,"['bangun', 'bang', 'tidur', '##mu', 'miring', 'dibel', '##a', 'jejak', 'digital', 'anies', 'prabowo', 'tahan', 'oposisi', 'titik', 'pemilih', 'prabowo', 'berubah', 'anies']"
iya kaya bedanya akun nyinyir ,0,anies,"['iya', 'kaya', 'bedanya', 'akun', 'nyi', '##ny', '##ir']"
anies baswedan dianggap unggul debat capres perdana analisa trust indonesia ,2,anies,"['anies', 'baswedan', 'dianggap', 'unggul', 'debat', 'capres', 'perdana', 'analisa', 'trust', 'indonesia']"
kalo oposisi tekan demokratisnya dimana benr anies rakyat percaya demokrasi dipemerintahan ,2,anies,"['kalo', 'oposisi', 'tekan', 'demokratis', '##nya', 'dimana', 'ben', '##r', 'anies', 'rakyat', 'percaya', 'demokrasi', 'dip', '##emer', '##intahan']"
anies nyapres hasil duit korupsi anies pemimpin gagal anies baswedan aniesbikinmalu tolak imin fk ,0,anies,"['anies', 'nya', '##pres', 'hasil', 'duit', 'korupsi', 'anies', 'pemimpin', 'gagal', 'anies', 'baswedan', 'anies', '##bi', '##kin', '##mal', '##u', 'tolak', 'im', '##in', 'fk']"
bersam anies baswedan vz ,1,anies,"['bersam', 'anies', 'baswedan', 'v', '##z']"
menunggu debat tema paslon anies pandai retorika unggul dipikiran menunggu rangkaian debat selesai deh ,1,anies,"['menunggu', 'debat', 'tema', 'paslon', 'anies', 'pandai', 'retor', '##ika', 'unggul', 'dipikir', '##an', 'menunggu', 'rangkaian', 'debat', 'selesai', 'deh']"
bang heran abang politisi sekelas abang pikiran rendahan menyerang pakai pas pakai anies pakai ganjar dingat namanya debat ya bang ,0,anies,"['bang', 'heran', 'abang', 'politisi', 'sekelas', 'abang', 'pikiran', 'rendah', '##an', 'menyerang', 'pakai', 'pas', 'pakai', 'anies', 'pakai', 'ganja', '##r', 'ding', '##at', 'namanya', 'debat', 'ya', 'bang']"
hati ganjar anies keren ,2,anies,"['hati', 'ganja', '##r', 'anies', 'keren']"
hallah moncongmu bicara adab calon mu ter olah anies berbudi pekerti anies anies dibesarkan keluarga berpendidikan agama faham budi pekerti ,1,anies,"['hall', '##ah', 'mon', '##cong', '##mu', 'bicara', 'adab', 'calon', 'mu', 'ter', 'olah', 'anies', 'berb', '##udi', 'pekerti', 'anies', 'anies', 'dibesarkan', 'keluarga', 'berpendidikan', 'agama', 'faham', 'budi', 'pekerti']"
prabowo kaku paku berkarat anies an anak orbitan reformasi anies rising star menggantikan sang jenderal tergusur bayangkan sih bocil gemoykan tralala trilili mutu tingkat rt rw berantakan ,0,anies,"['prabowo', 'kaku', 'paku', 'berkarat', 'anies', 'an', 'anak', 'orbit', '##an', 'reformasi', 'anies', 'ris', '##ing', 'star', 'menggantikan', 'sang', 'jenderal', 'terg', '##usur', 'bayangkan', 'sih', 'boc', '##il', 'gem', '##oy', '##kan', 'tra', '##la', '##la', 'tril', '##ili', 'mutu', 'tingkat', 'rt', 'rw', 'berantakan']"
dilawan om pembenci anies ahokers benci kalah pilkada orang mulut kotor beprestasi adu anies lihat pertamina monopoli rugi ,0,anies,"['dil', '##awan', 'om', 'pemben', '##ci', 'anies', 'ahok', '##ers', 'benci', 'kalah', 'pilkada', 'orang', 'mulut', 'kotor', 'bep', '##rest', '##asi', 'adu', 'anies', 'lihat', 'pertamina', 'monopoli', 'rugi']"
bismillah anies ,1,anies,"['bismillah', 'anies']"
pendukung iya keluarganya keadilan untung anies orang keadilan hukum dibawah oligarki gelap ,2,anies,"['pendukung', 'iya', 'keluarganya', 'keadilan', 'untung', 'anies', 'orang', 'keadilan', 'hukum', 'dibawah', 'olig', '##arki', 'gelap']"
partai mendukung anies partai oposisi beliau wajah ,2,anies,"['partai', 'mendukung', 'anies', 'partai', 'oposisi', 'beliau', 'wajah']"
warga jakarta temanku merantau kesini pas covid jakarta semenjak anies menjabat gubernur perubahan semrawut berantakan warga jakarta ,1,anies,"['warga', 'jakarta', 'temanku', 'merantau', 'kesini', 'pas', 'co', '##vid', 'jakarta', 'semenjak', 'anies', 'menjabat', 'gubernur', 'perubahan', 'sem', '##raw', '##ut', 'berantakan', 'warga', 'jakarta']"
awani astaga anies rasyid baswedan bosan lihat mulu sih ,0,anies,"['awan', '##i', 'astaga', 'anies', 'rasyid', 'baswedan', 'bosan', 'lihat', 'mulu', 'sih']"
anies cerdas berwawasan luas ,2,anies,"['anies', 'cerdas', 'berwawasan', 'luas']"
alasan anies masuk akal dengar singapura malaysia mengeluh polusi dinegara akibat kebakaran hutan indonesia negara lho omongan menunjukan logikanya debat kusir logika ,0,anies,"['alasan', 'anies', 'masuk', 'akal', 'dengar', 'singapura', 'malaysia', 'mengeluh', 'polusi', 'din', '##egara', 'akibat', 'kebakaran', 'hutan', 'indonesia', 'negara', 'lho', 'omongan', 'menunjukan', 'logika', '##nya', 'debat', 'kus', '##ir', 'logika']"
pendukung halu anies menang telak ,2,anies,"['pendukung', 'hal', '##u', 'anies', 'menang', 'telak']"
anies sisi keragaman keturunan arab istrinya anaknya kawin keturunan arab ,0,anies,"['anies', 'sisi', 'keragaman', 'keturunan', 'arab', 'istrinya', 'anaknya', 'kawin', 'keturunan', 'arab']"
propaganda bego anies presiden tim pencari fakta pakai nalarmu ,0,anies,"['propaganda', 'beg', '##o', 'anies', 'presiden', 'tim', 'pencari', 'fakta', 'pakai', 'nalar', '##mu']"
ngedumel abadi abang pisah anies junjungan ketum terpaksa berpisah pelampiasannya ngedumel memotong sumbu pendek ,2,anies,"['nged', '##ume', '##l', 'abadi', 'abang', 'pisah', 'anies', 'jun', '##jung', '##an', 'ketum', 'terpaksa', 'berpisah', 'pel', '##ampi', '##asannya', 'nged', '##ume', '##l', 'memotong', 'sumbu', 'pendek']"
anies coba ulti prabowo eh ulti tandanya beliau debat ,1,anies,"['anies', 'coba', 'ul', '##ti', 'prabowo', 'eh', 'ul', '##ti', 'tandanya', 'beliau', 'debat']"
sandi menang modal doang maju buang uang kalah magnet nya anies hutang resiko perjuangan sandi resiko ngotot wakil ,2,anies,"['sandi', 'menang', 'modal', 'doang', 'maju', 'buang', 'uang', 'kalah', 'magnet', 'nya', 'anies', 'hutang', 'resiko', 'perjuangan', 'sandi', 'resiko', 'ngotot', 'wakil']"
omongkan prabowo oposisi beliau oposisi tahunan mas anies ,0,anies,"['omong', '##kan', 'prabowo', 'oposisi', 'beliau', 'oposisi', 'tahunan', 'mas', 'anies']"
arinya anies kuat orang pemerintahan oposisi ,2,anies,"['ari', '##nya', 'anies', 'kuat', 'orang', 'pemerintahan', 'oposisi']"
serang prabowo tahan oposisi nusron wahid anies kerdilkan rekonsiliasi nasional ya rd nx gc ,0,anies,"['serang', 'prabowo', 'tahan', 'oposisi', 'nus', '##ron', 'wahid', 'anies', 'kerdil', '##kan', 'rekonsiliasi', 'nasional', 'ya', 'rd', 'n', '##x', 'g', '##c']"
gen menilai jujur hasil debat capres anies terbaik ,2,anies,"['gen', 'menilai', 'jujur', 'hasil', 'debat', 'capres', 'anies', 'terbaik']"
kalo perspektif sih prabowo emosi hahaha gebrak meja oposisi terhormat gabung penguasa bisnis mandek eh marah hahaha surabaya sih berharap oposisi gabung anies eh gabung prabowo ,0,anies,"['kalo', 'perspektif', 'sih', 'prabowo', 'emosi', 'hahaha', 'gebr', '##ak', 'meja', 'oposisi', 'terhormat', 'gabung', 'penguasa', 'bisnis', 'mand', '##ek', 'eh', 'marah', 'hahaha', 'surabaya', 'sih', 'berharap', 'oposisi', 'gabung', 'anies', 'eh', 'gabung', 'prabowo']"
anies anggota partai lho min partai partai membuka seleksi konvensi mencari tokoh partainya calonkan anies partai ,1,anies,"['anies', 'anggota', 'partai', 'lho', 'min', 'partai', 'partai', 'membuka', 'seleksi', 'konvensi', 'mencari', 'tokoh', 'partainya', 'calon', '##kan', 'anies', 'partai']"
harap dimaklum uzur ,1,anies,"['harap', 'dimak', '##lum', 'uz', '##ur']"
lakukan anies jakarta nol gagasan ide modal sandiaga uno ,0,anies,"['lakukan', 'anies', 'jakarta', 'nol', 'gagasan', 'ide', 'modal', 'sandiaga', 'uno']"
wo wo ente ungkit pilgub dki suara partai ente suara umat islam anies ente untungnya ente deh kibulin pks jatah wagub sekutu ente bilang pret ,1,anies,"['wo', 'wo', 'ente', 'ung', '##kit', 'pilgub', 'dki', 'suara', 'partai', 'ente', 'suara', 'umat', 'islam', 'anies', 'ente', 'untungnya', 'ente', 'deh', 'kib', '##ulin', 'pks', 'jatah', 'wagub', 'sekutu', 'ente', 'bilang', 'pret']"
condong anies lihat debat pindah paslon tergantung isi debatnya ,0,anies,"['condong', 'anies', 'lihat', 'debat', 'pindah', 'paslon', 'tergantung', 'isi', 'debat', '##nya']"
ustadz abdus somad resmi dukung anies baswedan pilpres amin amin unggul debat capres amin indonesia ami npalingserius oa ux i ,2,anies,"['ustadz', 'abd', '##us', 'som', '##ad', 'resmi', 'dukung', 'anies', 'baswedan', 'pilpres', 'amin', 'amin', 'unggul', 'debat', 'capres', 'amin', 'indonesia', 'ami', 'np', '##aling', '##ser', '##ius', 'o', '##a', 'u', '##x', 'i']"
tau harun demo dukung prabowo mencoblos keadilan remaja masjid hoaks prabowo med anies bahas angin hilang nyakahkan angin cont dbna kali ,1,anies,"['tau', 'harun', 'demo', 'dukung', 'prabowo', 'mencob', '##los', 'keadilan', 'remaja', 'masjid', 'ho', '##aks', 'prabowo', 'med', 'anies', 'bahas', 'angin', 'hilang', 'nyak', '##ahkan', 'angin', 'cont', 'db', '##na', 'kali']"
anies biarkan butuh ,1,anies,"['anies', 'biarkan', 'butuh']"
not worth bro kalo anies janji memasuki kelompok kayak kabinet iya suara lu masuk jutaan suara muslim hilang lu mengasih syarat maksud anies kalah bro coba syarat paslon biar kalah ,0,anies,"['not', 'wor', '##th', 'bro', 'kalo', 'anies', 'janji', 'memasuki', 'kelompok', 'kayak', 'kabinet', 'iya', 'suara', 'lu', 'masuk', 'jutaan', 'suara', 'muslim', 'hilang', 'lu', 'mengasih', 'syarat', 'maksud', 'anies', 'kalah', 'bro', 'coba', 'syarat', 'paslon', 'biar', 'kalah']"
ganjar lumayan kali anies debat capres kemarin ,2,anies,"['ganja', '##r', 'lumayan', 'kali', 'anies', 'debat', 'capres', 'kemarin']"
anies amp cak imin presiden amp wapres ri allah akbar ,1,anies,"['anies', 'amp', 'cak', 'im', '##in', 'presiden', 'amp', 'wapres', 'ri', 'allah', 'akbar']"
oikn kritik anies ikn debat capres ax jl ,0,anies,"['oi', '##kn', 'kritik', 'anies', 'ik', '##n', 'debat', 'capres', 'ax', 'jl']"
desak anies bandung dp tinggal cari youtube biar tau logika sederhana kalo anies becus mengapai pemerintah pusat seakan oposisi mencari kesalahannya berhasil logika orang bodoh ,2,anies,"['desak', 'anies', 'bandung', 'dp', 'tinggal', 'cari', 'youtube', 'biar', 'tau', 'logika', 'sederhana', 'kalo', 'anies', 'bec', '##us', 'mengapa', '##i', 'pemerintah', 'pusat', 'seakan', 'oposisi', 'mencari', 'kesalahannya', 'berhasil', 'logika', 'orang', 'bodoh']"
manusia anies baswedan manusia berintegritas ,1,anies,"['manusia', 'anies', 'baswedan', 'manusia', 'berin', '##te', '##gr', '##itas']"
biar kepancing pakai data kayak anies ,1,anies,"['biar', 'kepan', '##cing', 'pakai', 'data', 'kayak', 'anies']"
anies pas prestasi ,2,anies,"['anies', 'pas', 'prestasi']"
panas kau kejang anies rebon dimana si ,0,anies,"['panas', 'kau', 'kejang', 'anies', 'rebo', '##n', 'dimana', 'si']"
pendukung paslon galau debat kemarin khawatir anies citra positif debat sumber daya dikerahkan menyudutkan anies menang debat bohongi galau ,2,anies,"['pendukung', 'paslon', 'galau', 'debat', 'kemarin', 'khawatir', 'anies', 'citra', 'positif', 'debat', 'sumber', 'daya', 'diker', '##ahkan', 'meny', '##udut', '##kan', 'anies', 'menang', 'debat', 'bohong', '##i', 'galau']"
move on amarah mu mengalahkan pikiranmu dki fakta dtutupi waktuny memperbaiki bangsa insya allah anies amanah ,2,anies,"['move', 'on', 'amarah', 'mu', 'mengalahkan', 'pikiran', '##mu', 'dki', 'fakta', 'dt', '##utu', '##pi', 'waktu', '##ny', 'memperbaiki', 'bangsa', 'insya', 'allah', 'anies', 'amanah']"
kaget menyangka anies berani speak up tajam orang model super santun anies orang mnyangka mgeluarkan tajam n menusuk bangsa pribadi nya ,2,anies,"['kaget', 'menyangka', 'anies', 'berani', 'spe', '##ak', 'up', 'tajam', 'orang', 'model', 'super', 'santun', 'anies', 'orang', 'mn', '##yang', '##ka', 'mg', '##el', '##uarkan', 'tajam', 'n', 'menusuk', 'bangsa', 'pribadi', 'nya']"
anies profesinya dosen amp cocoknya dosen motivator mario teguh urusan memimpin amp eksekusi becus terbukti terang benderang dki rakyat tertipu kalinya tertipu bacot nya muluk ,0,anies,"['anies', 'profesinya', 'dosen', 'amp', 'cocok', '##nya', 'dosen', 'motivator', 'mario', 'teguh', 'urusan', 'memimpin', 'amp', 'eksekusi', 'bec', '##us', 'terbukti', 'terang', 'bendera', '##ng', 'dki', 'rakyat', 'tertipu', 'kalinya', 'tertipu', 'bac', '##ot', 'nya', 'mulu', '##k']"
pengin komen orang udik jakarta gue dijakarta menikmati hasil kerja anies rakyat pakai jacklingko e e sih ,0,anies,"['pengin', 'komen', 'orang', 'ud', '##ik', 'jakarta', 'gue', 'dij', '##akarta', 'menikmati', 'hasil', 'kerja', 'anies', 'rakyat', 'pakai', 'jack', '##ling', '##ko', 'e', 'e', 'sih']"
amp emosi singkron temperamental joged anies smart ,0,anies,"['amp', 'emosi', 'singk', '##ron', 'temper', '##ament', '##al', 'jog', '##ed', 'anies', 'smart']"
orang jago omong kerja contohnya ya anies lihat mimpin jakarta kelebihanya kelebihan bayar ,2,anies,"['orang', 'jago', 'omong', 'kerja', 'contohnya', 'ya', 'anies', 'lihat', 'mimpi', '##n', 'jakarta', 'kelebihan', '##ya', 'kelebihan', 'bayar']"
anies presiden indonesia memajukan indonesia ,1,anies,"['anies', 'presiden', 'indonesia', 'memajukan', 'indonesia']"
mas anies takut jabatan takut kalah mas anies hahahaha muuehehehe ,0,anies,"['mas', 'anies', 'takut', 'jabatan', 'takut', 'kalah', 'mas', 'anies', 'hahahaha', 'mu', '##ue', '##hehehe']"
bingung menyerang anies segi mananya wkwkwk sih blunder anies salah memilih wakil wkwkwk munafik butuh suara massa pkb cak imin ya wes ,0,anies,"['bingung', 'menyerang', 'anies', 'segi', 'mana', '##nya', 'wkwkwk', 'sih', 'blu', '##nd', '##er', 'anies', 'salah', 'memilih', 'wakil', 'wkwkwk', 'munafik', 'butuh', 'suara', 'massa', 'pkb', 'cak', 'im', '##in', 'ya', 'wes']"
terima kasih ya angkat isu orang jakarta tau kejadian baca replay langsung membersihkan nama anies cap politik identitas ,1,anies,"['terima', 'kasih', 'ya', 'angkat', 'isu', 'orang', 'jakarta', 'tau', 'kejadian', 'baca', 'repl', '##ay', 'langsung', 'membersihkan', 'nama', 'anies', 'cap', 'politik', 'identitas']"
izin rumah ibadah anies izin gubernur anies baswedan iya o ,2,anies,"['izin', 'rumah', 'ibadah', 'anies', 'izin', 'gubernur', 'anies', 'baswedan', 'iya', 'o']"
kerakusan prabowo kekuasaan lu lu jokowi usung bowo kali lawan bowo kau bahas debat bowo menyerang anies duluan serang balek bowo pengsan o pilpres anies ajak nyapres bowo anies kali kv ks ku ,0,anies,"['kerak', '##usan', 'prabowo', 'kekuasaan', 'lu', 'lu', 'jokowi', 'usu', '##ng', 'bow', '##o', 'kali', 'lawan', 'bow', '##o', 'kau', 'bahas', 'debat', 'bow', '##o', 'menyerang', 'anies', 'duluan', 'serang', 'bale', '##k', 'bow', '##o', 'peng', '##san', 'o', 'pilpres', 'anies', 'ajak', 'nya', '##pres', 'bow', '##o', 'anies', 'kali', 'kv', 'ks', 'ku']"
coba dijudul tulisan prabowo nya diganti anies ,1,anies,"['coba', 'dij', '##udul', 'tulisan', 'prabowo', 'nya', 'diganti', 'anies']"
takut jabatan nyalon kali sorry ya mas anies ,0,anies,"['takut', 'jabatan', 'nya', '##lon', 'kali', 'sorry', 'ya', 'mas', 'anies']"
debat ketahuan anies jago silat lidah prabowo dikeroyok tema hukum ham surprise ganjar memorable debat kemarin pupuk salah sesi come on ganjar ,0,anies,"['debat', 'ketahuan', 'anies', 'jago', 'silat', 'lidah', 'prabowo', 'diker', '##oyok', 'tema', 'hukum', 'ham', 'sur', '##prise', 'ganja', '##r', 'memor', '##able', 'debat', 'kemarin', 'pupuk', 'salah', 'sesi', 'come', 'on', 'ganja', '##r']"
